,,data
10,652310,77.0
10,652311,71.0
10,652312,52.0
10,652313,25.0
10,652314,-1.0
10,652315,-18.0
10,652316,-33.0
10,652317,-43.0
10,652318,-47.0
10,652319,-45.0
10,652320,-43.0
10,652321,-41.0
10,652322,-40.0
10,652323,-41.0
10,652324,-43.0
10,652325,-38.0
10,652326,-27.0
10,652327,-12.0
10,652328,-2.0
10,652329,3.0
10,652330,-1.0
10,652331,-21.0
10,652332,-38.0
10,652333,-45.0
10,652334,-41.0
10,652335,-38.0
10,652336,-46.0
10,652337,-53.0
10,652338,33.0
10,652339,231.0
10,652340,311.0
10,652341,155.0
10,652342,-16.0
10,652343,-50.0
10,652344,-31.0
10,652345,-26.0
10,652346,-25.0
10,652347,-22.0
10,652348,-18.0
10,652349,-15.0
10,652350,-8.0
10,652351,-7.0
10,652352,-6.0
10,652353,-2.0
10,652354,6.0
10,652355,18.0
10,652356,32.0
10,652357,45.0
10,652358,55.0
10,652359,65.0
10,652360,75.0
10,652361,86.0
10,652362,96.0
10,652363,98.0
10,652364,80.0
10,652365,55.0
10,652366,26.0
10,652367,0.0
10,652368,-20.0
10,652369,-32.0
10,652370,-42.0
10,652371,-52.0
10,652372,-60.0
10,652373,-62.0
10,652374,-63.0
10,652375,-65.0
10,652376,-66.0
10,652377,-63.0
10,652378,-52.0
10,652379,-35.0
10,652380,-22.0
10,652381,-20.0
10,652382,-35.0
10,652383,-51.0
10,652384,-61.0
10,652385,-63.0
10,652386,-58.0
10,652387,-56.0
10,652388,-77.0
10,652389,-65.0
10,652390,72.0
10,652391,273.0
10,652392,230.0
10,652393,41.0
10,652394,-72.0
10,652395,-61.0
10,652396,-42.0
10,652397,-37.0
10,652398,-33.0
10,652399,-28.0
10,652400,-23.0
10,652401,-17.0
10,652402,-10.0
10,652403,-5.0
10,652404,1.0
10,652405,3.0
10,652406,12.0
10,652407,23.0
10,652408,35.0
10,652409,46.0
10,652410,55.0
10,652411,62.0
10,652412,67.0
10,652413,70.0
10,652414,68.0
10,652415,58.0
10,652416,37.0
10,652417,8.0
10,652418,-12.0
10,652419,-31.0
10,652420,-47.0
10,652421,-58.0
10,652422,-60.0
10,652423,-57.0
10,652424,-53.0
10,652425,-53.0
10,652426,-53.0
10,652427,-53.0
10,652428,-52.0
10,652429,-45.0
10,652430,-33.0
10,652431,-18.0
10,652432,-3.0
10,652433,-1.0
10,652434,-16.0
10,652435,-38.0
10,652436,-51.0
10,652437,-52.0
10,652438,-52.0
10,652439,-52.0
10,652440,-62.0
10,652441,-68.0
10,652442,45.0
10,652443,246.0
10,652444,303.0
10,652445,116.0
10,652446,-41.0
10,652447,-62.0
10,652448,-32.0
10,652449,-23.0
10,652450,-21.0
10,652451,-18.0
10,652452,-16.0
10,652453,-8.0
10,652454,-5.0
10,652455,-1.0
10,652456,2.0
10,652457,8.0
10,652458,17.0
10,652459,26.0
10,652460,36.0
10,652461,47.0
10,652462,57.0
10,652463,66.0
10,652464,73.0
10,652465,82.0
10,652466,92.0
10,652467,90.0
10,652468,70.0
10,652469,41.0
10,652470,15.0
10,652471,-8.0
10,652472,-30.0
10,652473,-45.0
10,652474,-51.0
10,652475,-53.0
10,652476,-55.0
10,652477,-57.0
10,652478,-58.0
10,652479,-57.0
10,652480,-53.0
10,652481,-47.0
10,652482,-37.0
10,652483,-23.0
10,652484,-11.0
10,652485,-15.0
10,652486,-33.0
10,652487,-53.0
10,652488,-66.0
10,652489,-68.0
10,652490,-67.0
10,652491,-70.0
10,652492,-87.0
10,652493,-61.0
10,652494,95.0
10,652495,255.0
10,652496,195.0
10,652497,7.0
10,652498,-78.0
10,652499,-65.0
10,652500,-51.0
10,652501,-47.0
10,652502,-45.0
10,652503,-36.0
10,652504,-25.0
10,652505,-11.0
10,652506,-5.0
10,652507,0.0
10,652508,5.0
10,652509,12.0
10,652510,22.0
10,652511,35.0
10,652512,48.0
10,652513,61.0
10,652514,68.0
10,652515,76.0
10,652516,83.0
10,652517,88.0
10,652518,88.0
10,652519,77.0
10,652520,53.0
10,652521,26.0
10,652522,5.0
10,652523,-15.0
10,652524,-31.0
10,652525,-40.0
10,652526,-42.0
10,652527,-43.0
10,652528,-45.0
10,652529,-45.0
10,652530,-45.0
10,652531,-43.0
10,652532,-38.0
10,652533,-31.0
10,652534,-21.0
10,652535,-8.0
10,652536,1.0
10,652537,-3.0
10,652538,-21.0
10,652539,-43.0
10,652540,-52.0
10,652541,-53.0
10,652542,-56.0
10,652543,-61.0
10,652544,-75.0
10,652545,-40.0
10,652546,130.0
10,652547,291.0
10,652548,216.0
10,652549,13.0
10,652550,-76.0
10,652551,-63.0
10,652552,-51.0
10,652553,-50.0
10,652554,-47.0
10,652555,-42.0
10,652556,-33.0
10,652557,-27.0
10,652558,-23.0
10,652559,-18.0
10,652560,-11.0
10,652561,-2.0
10,652562,5.0
10,652563,13.0
10,652564,22.0
10,652565,35.0
10,652566,50.0
10,652567,63.0
10,652568,76.0
10,652569,83.0
10,652570,85.0
10,652571,76.0
10,652572,57.0
10,652573,33.0
10,652574,6.0
10,652575,-18.0
10,652576,-37.0
10,652577,-42.0
10,652578,-45.0
10,652579,-47.0
10,652580,-47.0
10,652581,-48.0
10,652582,-50.0
10,652583,-52.0
10,652584,-50.0
10,652585,-41.0
10,652586,-28.0
10,652587,-15.0
10,652588,-5.0
10,652589,-10.0
10,652590,-27.0
10,652591,-43.0
10,652592,-52.0
10,652593,-52.0
10,652594,-51.0
10,652595,-58.0
10,652596,-70.0
10,652597,-3.0
10,652598,188.0
10,652599,303.0
10,652600,175.0
10,652601,-11.0
10,652602,-67.0
10,652603,-48.0
10,652604,-38.0
10,652605,-32.0
10,652606,-28.0
10,652607,-23.0
10,652608,-21.0
10,652609,-16.0
10,652610,-8.0
10,652611,-2.0
10,652612,3.0
10,652613,10.0
10,652614,18.0
10,652615,28.0
10,652616,40.0
10,652617,50.0
10,652618,61.0
10,652619,72.0
10,652620,82.0
10,652621,88.0
10,652622,86.0
10,652623,72.0
10,652624,51.0
10,652625,25.0
10,652626,-1.0
10,652627,-23.0
10,652628,-40.0
10,652629,-47.0
10,652630,-51.0
10,652631,-56.0
10,652632,-57.0
10,652633,-58.0
10,652634,-58.0
10,652635,-57.0
10,652636,-52.0
10,652637,-42.0
10,652638,-27.0
10,652639,-12.0
10,652640,-10.0
10,652641,-31.0
10,652642,-51.0
10,652643,-62.0
10,652644,-65.0
10,652645,-66.0
10,652646,-67.0
10,652647,-77.0
10,652648,-52.0
10,652649,103.0
10,652650,266.0
10,652651,206.0
10,652652,13.0
10,652653,-77.0
10,652654,-62.0
10,652655,-48.0
10,652656,-42.0
10,652657,-37.0
10,652658,-36.0
10,652659,-33.0
10,652660,-30.0
10,652661,-23.0
10,652662,-16.0
10,652663,-3.0
10,652664,7.0
10,652665,16.0
10,652666,23.0
10,652667,33.0
10,652668,42.0
10,652669,52.0
10,652670,63.0
10,652671,73.0
10,652672,80.0
10,652673,82.0
10,652674,73.0
10,652675,53.0
10,652676,28.0
10,652677,5.0
10,652678,-17.0
10,652679,-35.0
10,652680,-46.0
10,652681,-52.0
10,652682,-55.0
10,652683,-56.0
10,652684,-57.0
10,652685,-60.0
10,652686,-58.0
10,652687,-51.0
10,652688,-37.0
10,652689,-22.0
10,652690,-10.0
10,652691,-8.0
10,652692,-25.0
10,652693,-45.0
10,652694,-56.0
10,652695,-61.0
10,652696,-60.0
10,652697,-61.0
10,652698,-77.0
10,652699,-55.0
10,652700,97.0
10,652701,283.0
10,652702,228.0
10,652703,33.0
10,652704,-68.0
10,652705,-57.0
10,652706,-41.0
10,652707,-36.0
10,652708,-33.0
10,652709,-30.0
10,652710,-25.0
10,652711,-18.0
10,652712,-11.0
10,652713,-3.0
10,652714,5.0
10,652715,11.0
10,652716,21.0
10,652717,32.0
10,652718,42.0
10,652719,52.0
10,652720,61.0
10,652721,70.0
10,652722,78.0
10,652723,85.0
10,652724,87.0
10,652725,80.0
10,652726,58.0
10,652727,33.0
10,652728,8.0
10,652729,-15.0
10,652730,-33.0
10,652731,-45.0
10,652732,-50.0
10,652733,-51.0
10,652734,-52.0
10,652735,-52.0
10,652736,-52.0
10,652737,-51.0
10,652738,-46.0
10,652739,-36.0
10,652740,-21.0
10,652741,-7.0
10,652742,-5.0
10,652743,-21.0
10,652744,-42.0
10,652745,-57.0
10,652746,-61.0
10,652747,-60.0
10,652748,-60.0
10,652749,-77.0
10,652750,-70.0
10,652751,50.0
10,652752,238.0
10,652753,280.0
10,652754,73.0
10,652755,-61.0
10,652756,-75.0
10,652757,-46.0
10,652758,-38.0
10,652759,-33.0
10,652760,-31.0
10,652761,-26.0
10,652762,-20.0
10,652763,-13.0
10,652764,-6.0
10,652765,1.0
10,652766,7.0
10,652767,16.0
10,652768,26.0
10,652769,36.0
10,652770,46.0
10,652771,55.0
10,652772,61.0
10,652773,68.0
10,652774,77.0
10,652775,85.0
10,652776,81.0
10,652777,65.0
10,652778,41.0
10,652779,12.0
10,652780,-11.0
10,652781,-31.0
10,652782,-43.0
10,652783,-50.0
10,652784,-52.0
10,652785,-53.0
10,652786,-55.0
10,652787,-56.0
10,652788,-56.0
10,652789,-50.0
10,652790,-38.0
10,652791,-23.0
10,652792,-11.0
10,652793,-8.0
10,652794,-26.0
10,652795,-47.0
10,652796,-60.0
10,652797,-63.0
10,652798,-61.0
10,652799,-63.0
10,652800,-80.0
10,652801,-67.0
10,652802,60.0
10,652803,245.0
10,652804,278.0
10,652805,57.0
10,652806,-73.0
10,652807,-62.0
10,652808,-42.0
10,652809,-36.0
10,652810,-32.0
10,652811,-28.0
10,652812,-25.0
10,652813,-21.0
10,652814,-16.0
10,652815,-10.0
10,652816,-2.0
10,652817,6.0
10,652818,16.0
10,652819,25.0
10,652820,37.0
10,652821,48.0
10,652822,58.0
10,652823,68.0
10,652824,78.0
10,652825,86.0
10,652826,88.0
10,652827,81.0
10,652828,62.0
10,652829,36.0
10,652830,8.0
10,652831,-12.0
10,652832,-30.0
10,652833,-42.0
10,652834,-48.0
10,652835,-53.0
10,652836,-56.0
10,652837,-56.0
10,652838,-55.0
10,652839,-52.0
10,652840,-47.0
10,652841,-38.0
10,652842,-26.0
10,652843,-12.0
10,652844,-6.0
10,652845,-17.0
10,652846,-37.0
10,652847,-52.0
10,652848,-58.0
10,652849,-60.0
10,652850,-58.0
10,652851,-70.0
10,652852,-76.0
10,652853,25.0
10,652854,217.0
10,652855,275.0
10,652856,101.0
10,652857,-50.0
10,652858,-71.0
10,652859,-43.0
10,652860,-38.0
10,652861,-35.0
10,652862,-32.0
10,652863,-28.0
10,652864,-25.0
10,652865,-18.0
10,652866,-10.0
10,652867,-2.0
10,652868,6.0
10,652869,15.0
10,652870,23.0
10,652871,33.0
10,652872,42.0
10,652873,51.0
10,652874,60.0
10,652875,70.0
10,652876,80.0
10,652877,86.0
10,652878,81.0
10,652879,63.0
10,652880,40.0
10,652881,13.0
10,652882,-8.0
10,652883,-27.0
10,652884,-41.0
10,652885,-48.0
10,652886,-53.0
10,652887,-55.0
10,652888,-55.0
10,652889,-53.0
10,652890,-52.0
10,652891,-48.0
10,652892,-38.0
10,652893,-23.0
10,652894,-7.0
10,652895,-3.0
10,652896,-18.0
10,652897,-40.0
10,652898,-53.0
10,652899,-58.0
10,652900,-60.0
10,652901,-58.0
10,652902,-65.0
10,652903,-72.0
10,652904,18.0
10,652905,208.0
10,652906,271.0
10,652907,108.0
10,652908,-50.0
10,652909,-73.0
10,652910,-45.0
10,652911,-40.0
10,652912,-36.0
10,652913,-32.0
10,652914,-27.0
10,652915,-22.0
10,652916,-17.0
10,652917,-11.0
10,652918,-5.0
10,652919,2.0
10,652920,12.0
10,652921,22.0
10,652922,33.0
10,652923,45.0
10,652924,53.0
10,652925,65.0
10,652926,73.0
10,652927,82.0
10,652928,87.0
10,652929,83.0
10,652930,68.0
10,652931,43.0
10,652932,16.0
10,652933,-5.0
10,652934,-25.0
10,652935,-37.0
10,652936,-45.0
10,652937,-48.0
10,652938,-51.0
10,652939,-52.0
10,652940,-53.0
10,652941,-53.0
10,652942,-50.0
10,652943,-41.0
10,652944,-28.0
10,652945,-16.0
10,652946,-6.0
10,652947,-7.0
10,652948,-25.0
10,652949,-45.0
10,652950,-56.0
10,652951,-60.0
10,652952,-60.0
10,652953,-61.0
10,652954,-73.0
10,652955,-46.0
10,652956,116.0
10,652957,295.0
10,652958,236.0
10,652959,37.0
10,652960,-61.0
10,652961,-48.0
10,652962,-35.0
10,652963,-32.0
10,652964,-31.0
10,652965,-27.0
10,652966,-20.0
10,652967,-13.0
10,652968,-7.0
10,652969,-2.0
10,652970,7.0
10,652971,16.0
10,652972,25.0
10,652973,32.0
10,652974,41.0
10,652975,52.0
10,652976,60.0
10,652977,68.0
10,652978,77.0
10,652979,83.0
10,652980,87.0
10,652981,78.0
10,652982,60.0
10,652983,35.0
10,652984,7.0
10,652985,-13.0
10,652986,-31.0
10,652987,-42.0
10,652988,-48.0
10,652989,-50.0
10,652990,-51.0
10,652991,-52.0
10,652992,-52.0
10,652993,-53.0
10,652994,-51.0
10,652995,-45.0
10,652996,-32.0
10,652997,-18.0
10,652998,-7.0
10,652999,-10.0
10,653000,-26.0
10,653001,-45.0
10,653002,-56.0
10,653003,-60.0
10,653004,-60.0
10,653005,-58.0
10,653006,-72.0
10,653007,-51.0
10,653008,98.0
10,653009,283.0
10,653010,231.0
10,653011,35.0
10,653012,-71.0
10,653013,-60.0
10,653014,-45.0
10,653015,-38.0
10,653016,-33.0
10,653017,-30.0
10,653018,-23.0
10,653019,-16.0
10,653020,-10.0
10,653021,-3.0
10,653022,1.0
10,653023,11.0
10,653024,21.0
10,653025,31.0
10,653026,41.0
10,653027,50.0
10,653028,60.0
10,653029,70.0
10,653030,78.0
10,653031,85.0
10,653032,87.0
10,653033,80.0
10,653034,62.0
10,653035,36.0
10,653036,8.0
10,653037,-12.0
10,653038,-30.0
10,653039,-41.0
10,653040,-50.0
10,653041,-52.0
10,653042,-53.0
10,653043,-53.0
10,653044,-55.0
10,653045,-57.0
10,653046,-57.0
10,653047,-53.0
10,653048,-45.0
10,653049,-30.0
10,653050,-13.0
10,653051,-5.0
10,653052,-13.0
10,653053,-32.0
10,653054,-48.0
10,653055,-56.0
10,653056,-58.0
10,653057,-58.0
10,653058,-62.0
10,653059,-75.0
10,653060,-20.0
10,653061,160.0
10,653062,280.0
10,653063,162.0
10,653064,-18.0
10,653065,-70.0
10,653066,-47.0
10,653067,-37.0
10,653068,-33.0
10,653069,-28.0
10,653070,-23.0
10,653071,-21.0
10,653072,-16.0
10,653073,-8.0
10,653074,0.0
10,653075,7.0
10,653076,16.0
10,653077,23.0
10,653078,32.0
10,653079,43.0
10,653080,53.0
10,653081,63.0
10,653082,71.0
10,653083,78.0
10,653084,85.0
10,653085,86.0
10,653086,73.0
10,653087,50.0
10,653088,23.0
10,653089,0.0
10,653090,-17.0
10,653091,-32.0
10,653092,-42.0
10,653093,-47.0
10,653094,-51.0
10,653095,-53.0
10,653096,-55.0
10,653097,-53.0
10,653098,-53.0
10,653099,-56.0
10,653100,-55.0
10,653101,-48.0
10,653102,-36.0
10,653103,-22.0
10,653104,-6.0
10,653105,0.0
10,653106,-10.0
10,653107,-30.0
10,653108,-45.0
10,653109,-51.0
10,653110,-53.0
10,653111,-55.0
10,653112,-63.0
10,653113,-70.0
10,653114,27.0
10,653115,220.0
10,653116,278.0
10,653117,106.0
10,653118,-46.0
10,653119,-68.0
10,653120,-42.0
10,653121,-36.0
10,653122,-32.0
10,653123,-25.0
10,653124,-20.0
10,653125,-16.0
10,653126,-11.0
10,653127,-6.0
10,653128,0.0
10,653129,8.0
10,653130,17.0
10,653131,26.0
10,653132,35.0
10,653133,46.0
10,653134,56.0
10,653135,67.0
10,653136,77.0
10,653137,85.0
10,653138,88.0
10,653139,86.0
10,653140,71.0
10,653141,47.0
10,653142,21.0
10,653143,-2.0
10,653144,-22.0
10,653145,-36.0
10,653146,-43.0
10,653147,-47.0
10,653148,-48.0
10,653149,-50.0
10,653150,-51.0
10,653151,-51.0
10,653152,-52.0
10,653153,-53.0
10,653154,-53.0
10,653155,-52.0
10,653156,-50.0
10,653157,-41.0
10,653158,-25.0
10,653159,-7.0
10,653160,0.0
10,653161,-6.0
10,653162,-25.0
10,653163,-40.0
10,653164,-47.0
10,653165,-48.0
10,653166,-48.0
10,653167,-55.0
10,653168,-70.0
10,653169,-15.0
10,653170,168.0
10,653171,292.0
10,653172,176.0
10,653173,-13.0
10,653174,-70.0
10,653175,-45.0
10,653176,-31.0
10,653177,-28.0
10,653178,-26.0
10,653179,-22.0
10,653180,-18.0
10,653181,-13.0
10,653182,-8.0
10,653183,-1.0
10,653184,5.0
10,653185,12.0
10,653186,20.0
10,653187,30.0
10,653188,40.0
10,653189,50.0
10,653190,60.0
10,653191,70.0
10,653192,80.0
10,653193,87.0
10,653194,90.0
10,653195,76.0
10,653196,53.0
10,653197,27.0
10,653198,2.0
10,653199,-16.0
10,653200,-30.0
10,653201,-38.0
10,653202,-43.0
10,653203,-46.0
10,653204,-48.0
10,653205,-48.0
10,653206,-52.0
10,653207,-52.0
10,653208,-55.0
10,653209,-56.0
10,653210,-58.0
10,653211,-55.0
10,653212,-51.0
10,653213,-48.0
10,653214,-43.0
10,653215,-32.0
10,653216,-16.0
10,653217,-2.0
10,653218,0.0
10,653219,-17.0
10,653220,-35.0
10,653221,-46.0
10,653222,-50.0
10,653223,-50.0
10,653224,-51.0
10,653225,-70.0
10,653226,-55.0
10,653227,85.0
10,653228,295.0
10,653229,252.0
10,653230,56.0
10,653231,-67.0
10,653232,-56.0
10,653233,-37.0
10,653234,-33.0
10,653235,-30.0
10,653236,-25.0
10,653237,-20.0
10,653238,-15.0
10,653239,-10.0
10,653240,-3.0
10,653241,3.0
10,653242,11.0
10,653243,21.0
10,653244,30.0
10,653245,38.0
10,653246,46.0
10,653247,58.0
10,653248,70.0
10,653249,80.0
10,653250,88.0
10,653251,91.0
10,653252,86.0
10,653253,70.0
10,653254,43.0
10,653255,16.0
10,653256,-6.0
10,653257,-22.0
10,653258,-33.0
10,653259,-38.0
10,653260,-42.0
10,653261,-45.0
10,653262,-45.0
10,653263,-42.0
10,653264,-41.0
10,653265,-42.0
10,653266,-43.0
10,653267,-45.0
10,653268,-43.0
10,653269,-43.0
10,653270,-41.0
10,653271,-38.0
10,653272,-37.0
10,653273,-33.0
10,653274,-25.0
10,653275,-11.0
10,653276,-1.0
10,653277,1.0
10,653278,-12.0
10,653279,-27.0
10,653280,-38.0
10,653281,-42.0
10,653282,-45.0
10,653283,-46.0
10,653284,-63.0
10,653285,-50.0
10,653286,88.0
10,653287,310.0
10,653288,271.0
10,653289,73.0
10,653290,-61.0
10,653291,-52.0
10,653292,-33.0
10,653293,-32.0
10,653294,-31.0
10,653295,-26.0
10,653296,-22.0
10,653297,-17.0
10,653298,-15.0
10,653299,-12.0
10,653300,-6.0
10,653301,3.0
10,653302,11.0
10,653303,18.0
10,653304,26.0
10,653305,31.0
10,653306,35.0
10,653307,43.0
10,653308,55.0
10,653309,65.0
10,653310,71.0
10,653311,65.0
10,653312,43.0
10,653313,13.0
10,653314,-17.0
10,653315,-45.0
10,653316,-66.0
10,653317,-81.0
10,653318,-93.0
10,653319,-102.0
10,653320,-105.0
10,653321,-101.0
10,653322,-98.0
10,653323,-97.0
10,653324,-101.0
10,653325,-98.0
10,653326,-96.0
10,653327,-92.0
10,653328,-95.0
10,653329,-100.0
10,653330,-93.0
10,653331,-75.0
10,653332,-58.0
10,653333,-45.0
10,653334,-25.0
10,653335,-2.0
10,653336,10.0
10,653337,11.0
10,653338,-2.0
10,653339,-12.0
10,653340,-7.0
10,653341,1.0
10,653342,-1.0
10,653343,-10.0
10,653344,-15.0
10,653345,53.0
10,653346,252.0
10,653347,381.0
10,653348,263.0
10,653349,66.0
10,653350,-2.0
10,653351,11.0
10,653352,21.0
10,653353,21.0
10,653354,20.0
10,653355,21.0
10,653356,28.0
10,653357,38.0
10,653358,47.0
10,653359,60.0
10,653360,70.0
10,653361,75.0
10,653362,82.0
10,653363,93.0
10,653364,102.0
10,653365,106.0
10,653366,110.0
10,653367,115.0
10,653368,120.0
10,653369,122.0
10,653370,121.0
10,653371,108.0
10,653372,87.0
10,653373,61.0
10,653374,35.0
10,653375,11.0
10,653376,-8.0
10,653377,-25.0
10,653378,-35.0
10,653379,-43.0
10,653380,-45.0
10,653381,-43.0
10,653382,-46.0
10,653383,-52.0
10,653384,-57.0
10,653385,-58.0
10,653386,-61.0
10,653387,-63.0
10,653388,-63.0
10,653389,-61.0
10,653390,-60.0
10,653391,-62.0
10,653392,-63.0
10,653393,-61.0
10,653394,-58.0
10,653395,-56.0
10,653396,-51.0
10,653397,-40.0
10,653398,-26.0
10,653399,-17.0
10,653400,-21.0
10,653401,-36.0
10,653402,-50.0
10,653403,-61.0
10,653404,-63.0
10,653405,-63.0
10,653406,-72.0
10,653407,-58.0
10,653408,73.0
10,653409,268.0
10,653410,307.0
10,653411,82.0
10,653412,-58.0
10,653413,-72.0
10,653414,-42.0
10,653415,-33.0
10,653416,-30.0
10,653417,-26.0
10,653418,-25.0
10,653419,-20.0
10,653420,-13.0
10,653421,-6.0
10,653422,2.0
10,653423,11.0
10,653424,20.0
10,653425,26.0
10,653426,35.0
10,653427,46.0
10,653428,58.0
10,653429,70.0
10,653430,78.0
10,653431,88.0
10,653432,95.0
10,653433,97.0
10,653434,88.0
10,653435,70.0
10,653436,42.0
10,653437,16.0
10,653438,-7.0
10,653439,-26.0
10,653440,-37.0
10,653441,-45.0
10,653442,-47.0
10,653443,-50.0
10,653444,-52.0
10,653445,-51.0
10,653446,-52.0
10,653447,-48.0
10,653448,-46.0
10,653449,-46.0
10,653450,-46.0
10,653451,-46.0
10,653452,-45.0
10,653453,-42.0
10,653454,-40.0
10,653455,-40.0
10,653456,-40.0
10,653457,-38.0
10,653458,-37.0
10,653459,-33.0
10,653460,-27.0
10,653461,-16.0
10,653462,-6.0
10,653463,-3.0
10,653464,-12.0
10,653465,-27.0
10,653466,-38.0
10,653467,-42.0
10,653468,-42.0
10,653469,-46.0
10,653470,-58.0
10,653471,-26.0
10,653472,140.0
10,653473,293.0
10,653474,216.0
10,653475,20.0
10,653476,-60.0
10,653477,-40.0
10,653478,-26.0
10,653479,-23.0
10,653480,-21.0
10,653481,-17.0
10,653482,-12.0
10,653483,-7.0
10,653484,-3.0
10,653485,1.0
10,653486,7.0
10,653487,15.0
10,653488,22.0
10,653489,33.0
10,653490,42.0
10,653491,51.0
10,653492,63.0
10,653493,73.0
10,653494,80.0
10,653495,85.0
10,653496,88.0
10,653497,85.0
10,653498,71.0
10,653499,47.0
10,653500,21.0
10,653501,-2.0
10,653502,-22.0
10,653503,-36.0
10,653504,-45.0
10,653505,-50.0
10,653506,-52.0
10,653507,-53.0
10,653508,-52.0
10,653509,-52.0
10,653510,-53.0
10,653511,-53.0
10,653512,-53.0
10,653513,-56.0
10,653514,-56.0
10,653515,-55.0
10,653516,-53.0
10,653517,-53.0
10,653518,-52.0
10,653519,-51.0
10,653520,-50.0
10,653521,-46.0
10,653522,-41.0
10,653523,-33.0
10,653524,-23.0
10,653525,-16.0
10,653526,-18.0
10,653527,-28.0
10,653528,-45.0
10,653529,-57.0
10,653530,-62.0
10,653531,-66.0
10,653532,-71.0
10,653533,-85.0
10,653534,-46.0
10,653535,128.0
10,653536,280.0
10,653537,191.0
10,653538,-7.0
10,653539,-85.0
10,653540,-62.0
10,653541,-46.0
10,653542,-40.0
10,653543,-36.0
10,653544,-33.0
10,653545,-30.0
10,653546,-23.0
10,653547,-16.0
10,653548,-8.0
10,653549,1.0
10,653550,10.0
10,653551,21.0
10,653552,33.0
10,653553,46.0
10,653554,58.0
10,653555,71.0
10,653556,85.0
10,653557,96.0
10,653558,106.0
10,653559,112.0
10,653560,110.0
10,653561,93.0
10,653562,67.0
10,653563,38.0
10,653564,13.0
10,653565,-6.0
10,653566,-22.0
10,653567,-33.0
10,653568,-40.0
10,653569,-42.0
10,653570,-43.0
10,653571,-45.0
10,653572,-45.0
10,653573,-43.0
10,653574,-42.0
10,653575,-42.0
10,653576,-41.0
10,653577,-41.0
10,653578,-38.0
10,653579,-35.0
10,653580,-31.0
10,653581,-27.0
10,653582,-26.0
10,653583,-26.0
10,653584,-26.0
10,653585,-25.0
10,653586,-18.0
10,653587,-6.0
10,653588,5.0
10,653589,10.0
10,653590,3.0
10,653591,-8.0
10,653592,-21.0
10,653593,-27.0
10,653594,-30.0
10,653595,-33.0
10,653596,-50.0
10,653597,-33.0
10,653598,106.0
10,653599,323.0
10,653600,282.0
10,653601,82.0
10,653602,-47.0
10,653603,-36.0
10,653604,-15.0
10,653605,-12.0
10,653606,-13.0
10,653607,-11.0
10,653608,-10.0
10,653609,-6.0
10,653610,-3.0
10,653611,0.0
10,653612,5.0
10,653613,11.0
10,653614,21.0
10,653615,33.0
10,653616,47.0
10,653617,58.0
10,653618,71.0
10,653619,82.0
10,653620,92.0
10,653621,101.0
10,653622,107.0
10,653623,105.0
10,653624,91.0
10,653625,67.0
10,653626,36.0
10,653627,6.0
10,653628,-16.0
10,653629,-33.0
10,653630,-46.0
10,653631,-53.0
10,653632,-60.0
10,653633,-62.0
10,653634,-62.0
10,653635,-63.0
10,653636,-63.0
10,653637,-62.0
10,653638,-61.0
10,653639,-61.0
10,653640,-60.0
10,653641,-58.0
10,653642,-56.0
10,653643,-53.0
10,653644,-51.0
10,653645,-52.0
10,653646,-48.0
10,653647,-48.0
10,653648,-46.0
10,653649,-43.0
10,653650,-42.0
10,653651,-40.0
10,653652,-35.0
10,653653,-23.0
10,653654,-11.0
10,653655,-5.0
10,653656,-8.0
10,653657,-21.0
10,653658,-33.0
10,653659,-41.0
10,653660,-42.0
10,653661,-41.0
10,653662,-48.0
10,653663,-55.0
10,653664,45.0
10,653665,250.0
10,653666,316.0
10,653667,141.0
10,653668,-33.0
10,653669,-61.0
10,653670,-37.0
10,653671,-30.0
10,653672,-28.0
10,653673,-27.0
10,653674,-23.0
10,653675,-20.0
10,653676,-16.0
10,653677,-11.0
10,653678,-5.0
10,653679,3.0
10,653680,12.0
10,653681,21.0
10,653682,31.0
10,653683,42.0
10,653684,56.0
10,653685,67.0
10,653686,78.0
10,653687,90.0
10,653688,98.0
10,653689,103.0
10,653690,97.0
10,653691,78.0
10,653692,52.0
10,653693,23.0
10,653694,-1.0
10,653695,-22.0
10,653696,-37.0
10,653697,-45.0
10,653698,-50.0
10,653699,-52.0
10,653700,-53.0
10,653701,-53.0
10,653702,-52.0
10,653703,-51.0
10,653704,-51.0
10,653705,-50.0
10,653706,-50.0
10,653707,-48.0
10,653708,-46.0
10,653709,-43.0
10,653710,-45.0
10,653711,-45.0
10,653712,-43.0
10,653713,-43.0
10,653714,-43.0
10,653715,-42.0
10,653716,-42.0
10,653717,-41.0
10,653718,-38.0
10,653719,-33.0
10,653720,-26.0
10,653721,-15.0
10,653722,-8.0
10,653723,-12.0
10,653724,-26.0
10,653725,-37.0
10,653726,-43.0
10,653727,-42.0
10,653728,-43.0
10,653729,-58.0
10,653730,-45.0
10,653731,90.0
10,653732,287.0
10,653733,323.0
10,653734,88.0
10,653735,-48.0
10,653736,-58.0
10,653737,-31.0
10,653738,-27.0
10,653739,-26.0
10,653740,-22.0
10,653741,-18.0
10,653742,-13.0
10,653743,-10.0
10,653744,-5.0
10,653745,1.0
10,653746,11.0
10,653747,20.0
10,653748,28.0
10,653749,41.0
10,653750,52.0
10,653751,65.0
10,653752,76.0
10,653753,87.0
10,653754,97.0
10,653755,105.0
10,653756,107.0
10,653757,95.0
10,653758,72.0
10,653759,46.0
10,653760,17.0
